country,variable,15-24,25-34,35-44,45-54,55-64,<15,>65
ABW,Housing,8.01158831669334,9.44970736129273,7.444878650761,9.84051036682616,0,2,11.5698185432531
ABW,Income,9.29614393935792,7.57470736129273,8.54593445769916,8.17384370015949,10,20,10.3666099871033
ABW,Jobs,8.8693388479503,9.78910599337429,8.54593445769916,8.17384370015949,10,2,8.34401209164018
ABW,Community,5.86442087574921,10.8782787898642,9.70958453311395,8.17384370015949,10,12,9.64882287225741
ABW,Education,9.65698808940067,9.44067393762516,10.3106403400521,8.17384370015949,10,10,8.20873070635879
ABW,Environment,10.4434490152344,7.67270387697217,11.235225558755,12.384370015949,10,12,5.66544066306875
ABW,CivicEngagement,8.34101765928058,8.0211359327213,9.70958453311395,8.17384370015949,10,2,4.90786490549299
ABW,Health,11.0459757402101,9.78910599337429,9.63416975181681,8.17384370015949,10,20,12.0568315302661
ABW,LifeSatisfaction,11.0558572240193,7.32427182122304,9.72240504593446,12.384370015949,10,2,11.1639743874089
ABW,Safety,10.25034068542,10.1732064232064,8.03311394487865,8.17384370015949,10,16,8.34401209164018
ABW,WorkLifeBalance,7.16487960668413,9.88710250905373,7.10852872617579,8.17384370015949,10,2,9.7238822215103
AFG,Housing,8.81025189492808,10.0257629842126,9.54989290675763,7.33185386110918,8.60285663086784,12.2392282335142,9.45198727543892
AFG,Income,9.41482419127057,8.97970387513769,9.66281046495563,4.7791981834535,10.371564113861,11.9388028209238,9.71073808450842
AFG,Jobs,8.13911623151076,9.6974842811598,8.04270915869698,6.11848389773922,8.35594305062092,9.07516967330455,9.53252996785306
AFG,Community,7.22754754178773,9.1051098410696,7.64735582192572,6.54758745184277,7.9225845220243,7.37229874803243,8.55901752084272
AFG,Education,9.01512641209737,8.92764535905509,9.37127060203605,6.97143162568694,7.65732286180465,7.74104896434362,7.41530944484799
AFG,Environment,8.89757376857976,8.80282132479009,8.78184125153679,26.6142887685441,8.97322700123821,9.21524821738015,9.48599676245821
AFG,CivicEngagement,6.76226703293585,6.99554359909527,7.66692337377447,5.40289880715413,9.58905851903051,5.87780983126412,5.88402617849858
AFG,Health,11.4943523691683,10.2225842914209,8.15158915069645,10.0015771558325,10.9223918523638,8.3114709244194,10.477773444256
AFG,LifeSatisfaction,8.66686465391312,9.09677539763212,11.5852047586947,13.7764509307062,9.86211589012709,9.74318250514921,12.9481900720076
AFG,Safety,8.14053156277697,8.54006102948825,9.58371329553518,6.49727117812224,11.6137498770552,8.35907908670105,8.22511875089303
AFG,WorkLifeBalance,13.4315443410315,9.60650801693855,9.95668921539044,5.9589581398092,6.12918568100641,10.1266609949675,8.30931249839546
AGO,Housing,9.07146598476789,11.1540214171793,8.5545385342212,11.9055634288192,6.36386639676113,7.98372018052869,NA
AGO,Income,19.7867927658868,13.6456482114377,8.92582939506314,9.53268944664294,5.58261639676113,7.98372018052869,NA
AGO,Jobs,6.92964990874398,8.87371838687628,8.76800111223486,10.6663002802538,6.24051113360324,8.45180528691167,NA
AGO,Community,8.26276852204296,7.87371838687628,11.0518675940503,8.47874580200162,11.6603106323501,9.51563507414571,NA
AGO,Education,9.0387862462058,9.47898154477102,11.0348927173618,7.00610001540234,10.3951284461153,9.51563507414571,NA
AGO,Environment,6.33682741389239,7.75467076782866,8.52582090681936,8.1336378522425,6.82369987468672,10.5573017408124,NA
AGO,CivicEngagement,7.30580036892806,8.65618591934381,8.3561258358085,8.21406113266578,8.74677679776364,8.99347195357834,NA
AGO,Health,9.77574769745297,8.838004101162,9.90569103668949,10.1469738702297,7.18231877771351,9.51563507414571,NA
AGO,LifeSatisfaction,7.85527219017688,12.5728525860105,9.42186114109489,7.71829393689859,8.62146351455562,8.98372018052869,NA
AGO,Safety,8.76667740266838,5.84990886306676,7.47318932787199,8.28001989397338,15.6558764700212,8.98372018052869,NA
AGO,WorkLifeBalance,6.87021149923384,5.30228981544771,7.98218239878457,9.91761434087016,12.7274315596684,9.51563507414571,NA
AIA,Housing,7.30101137077881,10.8706116921598,12.3992514880348,5.55555555555556,1.44927536231884,15.7051282051282,10.6900452488688
AIA,Income,7.30101137077881,7.8656156558049,10.9892297015425,12.2222222222222,1.44927536231884,8.01282051282051,16.5723981900452
AIA,Jobs,32.3010113707788,8.88940367146284,8.64981509512017,7.77777777777778,1.44927536231884,8.01282051282051,7.74886877828054
AIA,Community,5.36826467059025,11.0663358716238,9.04981509512017,3.33333333333333,3.53260869565217,8.01282051282051,7.74886877828054
AIA,Education,7.88240671961602,9.84992338070155,9.03628852507186,7.77777777777778,3.53260869565217,8.01282051282051,7.74886877828054
AIA,Environment,5.36826467059025,8.36117973509515,10.3089854299208,3.33333333333333,9.32971014492754,8.01282051282051,13.631221719457
AIA,CivicEngagement,5.36826467059025,9.50978732627978,10.0340209513757,5.55555555555556,3.53260869565217,8.01282051282051,7.74886877828054
AIA,Health,8.5580823952917,8.85137581352653,6.82759287289795,2.22222222222222,45.1992753623188,8.01282051282051,7.74886877828054
AIA,LifeSatisfaction,7.97668704645449,9.83176797038927,9.04981509512017,41.1111111111111,9.32971014492754,12.1794871794872,4.86425339366516
AIA,Safety,6.62533569510314,6.70051546938887,6.82759287289795,7.77777777777778,11.8659420289855,8.01282051282051,7.74886877828054
AIA,WorkLifeBalance,5.94966001942746,8.20348341356745,6.82759287289795,3.33333333333333,9.32971014492754,8.01282051282051,7.74886877828054
ALB,Housing,8.56243054502397,8.1115122455923,9.52556946377267,12.3180873180873,10,10.7089346738105,10.8299465276209
